Time (Sec);S11;S12;S14;S26;S3;S38;S4;S40;S41;S42;S46;S47;S48;S5;S53;S54;S8;
0.0;1000.0;1000.0;999.9999;1000.0;1000.0;999.9999;1000.0;1000.0;1000.0;999.9999;1000.0;1000.0;1000.0;1000.0;999.9999;1000.0;1000.0;
0.9999558869943653;997.6319999999994;999.7759;999.3599;998.8799;996.8959999999995;999.8719;997.2639999999994;999.7759;999.7759;999.3598000000001;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
0.9999558869943653;997.6319999999994;999.7759;999.3599;998.8799;996.8959999999995;999.8719;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
0.9999904335547927;997.6319999999994;999.7759;999.3598000000001;998.8799;996.8959999999995;999.8719;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
0.9999904335547927;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.8719;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
0.9999999999999999;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.8719;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
1.0000033470862402;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.8718;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
1.0000033470862402;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.6318;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3599;998.8799;999.7839;
1.0000318376142423;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.6318;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;999.3598000000001;998.8799;999.7839;
1.0000318376142423;997.6319999999994;999.7759;998.1598;998.8799;996.8959999999995;999.6318;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;998.1598;998.8799;999.7839;
1.0259692203276987;997.3919999999994;999.7759;998.1598;998.8799;996.8959999999995;999.6318;997.2639999999994;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.7839;998.1598;998.8799;999.7839;
1.99991177398873;994.367999999999;999.5518;998.1598;997.7598;993.7599999999989;999.6318;994.0639999999989;999.5518;999.5518;998.1597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
1.99991177398873;994.367999999999;999.5518;998.1598;997.7598;993.7599999999989;999.6318;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
1.9999808671095847;994.367999999999;999.5518;998.1597;997.7598;993.7599999999989;999.6318;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
1.9999808671095847;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.6318;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
1.9999999999999991;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.6318;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
2.0000148944709153;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.6317;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
2.0000148944709153;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.3997;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1598;997.7598;999.5598;
2.0000405753256887;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.3997;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;998.1597;997.7598;999.5598;
2.0000405753256887;994.367999999999;999.5518;996.9597;997.7598;993.7599999999989;999.3997;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;996.9997000000001;997.7598;999.5598;
2.025925107322063;994.127999999999;999.5518;996.9597;997.7598;993.7599999999989;999.3997;994.0639999999989;999.5518;999.5518;996.9597;999.5518;999.5518;997.7598;999.5598;996.9997000000001;997.7598;999.5598;
2.999889604442578;991.1839999999991;999.3357;996.9597;996.6797;990.7039999999986;999.3997;990.9439999999988;999.3357;999.3357;996.9596;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
2.999889604442578;991.1839999999991;999.3357;996.9597;996.6797;990.7039999999986;999.3997;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
2.999979449308575;991.1839999999991;999.3357;996.9596;996.6797;990.7039999999986;999.3997;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
2.999979449308575;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.3997;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
2.999999999999997;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.3997;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
3.000026441855589;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.3996000000001;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
3.000026441855589;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.1676000000001;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9997000000001;996.6797;999.3357;
3.000049313037134;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.1676000000001;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;996.9996000000001;996.6797;999.3357;
3.000049313037134;991.1839999999991;999.3357;995.7996;996.6797;990.7039999999986;999.1676000000001;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;995.8396000000001;996.6797;999.3357;
3.0248136044425777;990.9519999999991;999.3357;995.7996;996.6797;990.7039999999986;999.1676000000001;990.9439999999988;999.3357;999.3357;995.7996;999.3357;999.3357;996.6797;999.3357;995.8396000000001;996.6797;999.3357;
3.999867434896426;988.0319999999992;999.1196;995.7996;995.5996;987.6799999999985;999.1676000000001;987.8559999999989;999.1196;999.1196;995.7995000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
3.999867434896426;988.0319999999992;999.1196;995.7996;995.5996;987.6799999999985;999.1676000000001;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
3.9999780315075655;988.0319999999992;999.1196;995.7995000000001;995.5996;987.6799999999985;999.1676000000001;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
3.9999780315075655;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;999.1676000000001;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
3.9999999999999947;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;999.1676000000001;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
4.000037989240263;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;999.1675000000001;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
4.000037989240263;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;998.9355000000002;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8396000000001;995.5996;999.1196;
4.00005805074858;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;998.9355000000002;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;995.8395000000002;995.5996;999.1196;
4.00005805074858;988.0319999999992;999.1196;994.6395000000001;995.5996;987.6799999999985;998.9355000000002;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;994.6795000000002;995.5996;999.1196;
4.024791434896426;987.7999999999993;999.1196;994.6395000000001;995.5996;987.6799999999985;998.9355000000002;987.8559999999989;999.1196;999.1196;994.6395000000001;999.1196;999.1196;995.5996;999.1196;994.6795000000002;995.5996;999.1196;
